claim,version,doc_idx,span,direction,false_minus_true
ed_sheeran,positive_documents,18,claim_first,4,-0.16644573211669922
ed_sheeran,positive_documents,18,claim_first,5,-0.6266944408416748
ed_sheeran,positive_documents,18,claim_first,6,0.46710216999053955
ed_sheeran,positive_documents,18,claim_first,7,0.22589349746704102
ed_sheeran,positive_documents,18,claim_first,8,-0.2900412082672119
ed_sheeran,positive_documents,18,claim_first,9,-0.3083362579345703
ed_sheeran,positive_documents,18,claim_first,10,-0.18900823593139648
ed_sheeran,positive_documents,18,claim_first,11,-0.5497119426727295
ed_sheeran,positive_documents,18,claim_first,12,0.036313772201538086
ed_sheeran,positive_documents,18,claim_first,13,-0.20040297508239746
ed_sheeran,positive_documents,18,claim_first,14,0.23030543327331543
ed_sheeran,positive_documents,18,claim_first,15,0.2171100378036499
ed_sheeran,positive_documents,18,claim_first,16,0.47270190715789795
ed_sheeran,positive_documents,18,claim_first,17,0.33130884170532227
ed_sheeran,positive_documents,18,claim_first,18,-0.1720285415649414
ed_sheeran,positive_documents,18,claim_first,19,-0.24208402633666992
ed_sheeran,positive_documents,18,claim_first,20,-0.06540632247924805
ed_sheeran,repeated_negations,18,claim_first,4,-0.037314414978027344
ed_sheeran,repeated_negations,18,warning_after_claim,4,0.04262065887451172
ed_sheeran,repeated_negations,18,claim_first,5,-0.7235133647918701
ed_sheeran,repeated_negations,18,warning_after_claim,5,-0.3879570960998535
ed_sheeran,repeated_negations,18,claim_first,6,0.46490955352783203
ed_sheeran,repeated_negations,18,warning_after_claim,6,0.03539323806762695
ed_sheeran,repeated_negations,18,claim_first,7,-0.19870376586914062
ed_sheeran,repeated_negations,18,warning_after_claim,7,-0.07783746719360352
ed_sheeran,repeated_negations,18,claim_first,8,-0.48035335540771484
ed_sheeran,repeated_negations,18,warning_after_claim,8,0.20355772972106934
ed_sheeran,repeated_negations,18,claim_first,9,-0.4089012145996094
ed_sheeran,repeated_negations,18,warning_after_claim,9,0.1460866928100586
ed_sheeran,repeated_negations,18,claim_first,10,-0.39213037490844727
ed_sheeran,repeated_negations,18,warning_after_claim,10,-0.6323049068450928
ed_sheeran,repeated_negations,18,claim_first,11,-0.5555193424224854
ed_sheeran,repeated_negations,18,warning_after_claim,11,-0.13767194747924805
ed_sheeran,repeated_negations,18,claim_first,12,0.029160261154174805
ed_sheeran,repeated_negations,18,warning_after_claim,12,-0.29755163192749023
ed_sheeran,repeated_negations,18,claim_first,13,-0.3402988910675049
ed_sheeran,repeated_negations,18,warning_after_claim,13,0.1934659481048584
ed_sheeran,repeated_negations,18,claim_first,14,-0.050205230712890625
ed_sheeran,repeated_negations,18,warning_after_claim,14,0.3653905391693115
ed_sheeran,repeated_negations,18,claim_first,15,0.22155284881591797
ed_sheeran,repeated_negations,18,warning_after_claim,15,0.14563751220703125
ed_sheeran,repeated_negations,18,claim_first,16,0.4387946128845215
ed_sheeran,repeated_negations,18,warning_after_claim,16,-0.31018614768981934
ed_sheeran,repeated_negations,18,claim_first,17,0.3994622230529785
ed_sheeran,repeated_negations,18,warning_after_claim,17,-0.19367051124572754
ed_sheeran,repeated_negations,18,claim_first,18,-0.28398895263671875
ed_sheeran,repeated_negations,18,warning_after_claim,18,0.27441835403442383
